Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,262.5,192.5,1,0,1,20,3,32,37,157.2,142.5,123.75,9.42971,9.18841,8.94906, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,96.5,189,1,0,1,47,5,32,47,172.383,154.149,134.234,17.6728,14.9528,11.824, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,231.5,187.5,1,0,1,28,3,28,29,147.75,133.857,121.143,13.4115,12.5996,12.4353, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,129.5,186,1,0,1,44,4,32,46,167.136,148.727,127.636,14.4394,12.0584,10.2665, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,236.75,178.25,1,0,1,23,3,28,36,156.565,139.522,125.261,11.6845,11.1333,10.8034, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,444.596,178.019,1,0,1,69,5,36,65,183.362,164.449,133.652,16.6223,13.7411,12.399, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,213.5,171.5,1,0,1,19,3,34,35,159.158,146.263,127.632,8.13968,8.01759,7.9146, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,417,172,1,0,1,64,5,36,55,172.266,154.234,125.813,14.5107,12.0039,10.9826, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,221.5,166,1,0,1,24,3,36,36,157.292,143.958,124.625,13.2048,11.5888,11.2462, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,435,162,1,0,1,28,4,34,75,193.071,170.857,141,7.59507,6.20106,6.81255, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,238,158,1,0,1,45,4,34,38,154.711,139.956,119.911,16.5701,15.2298,13.4719, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,409.5,135.5,1,0,1,78,5,34,69,184.59,162.167,132.718,14.5925,11.3731,10.2291, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,95.75,130.25,1,0,1,74,5,30,58,183.973,163.459,141.784,15.1105,11.2591,9.60432, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,211,114,1,0,1,59,5,30,43,166.559,148.542,131.085,17.9578,14.913,13.6039, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,335,111.5,1,0,1,84,6,32,61,175.857,153.167,125.821,17.7667,13.0454,11.0287, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,247,110,1,0,1,41,4,30,47,172.39,152.976,134.268,11.2526,9.10747,7.88946, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,264.5,92.5,1,0,1,54,4,34,48,168.407,150.796,128.352,14.6538,11.9787,9.9756, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,225.5,88,1,0,1,58,5,32,45,165,147.034,126.362,17.6713,14.8402,12.5306, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,173.5,81.5,1,0,1,78,5,32,53,174.885,155.551,133.115,17.0815,12.4339,9.84624, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,362.5,69.5,1,0,1,74,5,34,82,198.081,174.324,144.081,11.7159,8.80005,8.08015, "2016-06-12 [上午4:17:45]: no comment"
